user_id,phone_number,full_name,created_at,kyc_status,risk_score,is_fraud
551,8064228226,Kendra Gaines,2024-06-23 21:52:47.916040,VERIFIED,0.2,0.0
552,(944)506-9321x236,Daniel Little,2024-05-19 21:52:47.916040,VERIFIED,0.3,0.0
553,001-577-358-1517x9675,Craig Graves,2023-11-08 21:52:47.916040,VERIFIED,0.03,0.0
554,+1-366-860-1791x58854,Michael Thomas,2025-04-22 21:52:47.917070,VERIFIED,0.06,0.0
555,7312173259,Stacy Collins,2023-07-26 21:52:47.917070,VERIFIED,0.15,0.0
556,001-497-363-4312,Amy Reilly,2025-09-19 21:52:47.918152,VERIFIED,0.23,0.0
557,(873)506-3827x1030,John Miller,2023-09-06 21:52:47.918152,VERIFIED,0.17,0.0
558,8126506410,Samantha Cruz,2025-05-28 21:52:47.918152,VERIFIED,0.14,0.0
559,+1-368-708-6037x990,Edward Torres,2023-09-25 21:52:47.919382,VERIFIED,0.14,0.0
560,(845)549-9206x6418,Bradley Gonzales,2024-12-02 21:52:47.919893,VERIFIED,0.28,0.0
561,001-695-322-2068x4800,Bethany Hernandez,2025-01-29 21:52:47.919893,VERIFIED,0.28,0.0
562,389-471-7010,Michael Moore,2023-08-04 21:52:47.919893,VERIFIED,0.0,0.0
563,491-360-0327,Amy Miller,2026-01-12 21:52:47.921080,VERIFIED,0.05,0.0
564,247.488.0565,Heather Thompson,2025-01-17 21:52:47.921080,VERIFIED,0.21,0.0
565,001-633-327-7140x5488,Dr. Brian Johnson,2025-04-02 21:52:47.921080,VERIFIED,0.08,0.0
566,+1-458-486-3805,Sarah Gilbert,2023-12-30 21:52:47.922170,VERIFIED,0.01,0.0
567,+1-488-459-3149x551,Michael Ortega,2024-07-30 21:52:47.922170,VERIFIED,0.29,0.0
568,890-552-1416,Daniel Walton,2024-03-10 21:52:47.923165,VERIFIED,0.29,0.0
569,001-392-908-5823,Brian Henderson,2024-04-01 21:52:47.923165,VERIFIED,0.27,0.0
570,240.339.9949x544,Dustin Howard,2025-12-29 21:52:47.923165,VERIFIED,0.18,0.0
571,(840)368-4078x0416,Brandi Lyons,2025-09-06 21:52:47.924214,VERIFIED,0.19,0.0
572,001-800-776-8300x30368,Vincent Arellano,2025-09-10 21:52:47.924214,VERIFIED,0.01,0.0
573,001-524-855-5632x633,Jamie Mitchell,2023-04-26 21:52:47.924214,VERIFIED,0.14,0.0
574,(491)672-9343x425,Matthew Watson,2023-08-03 21:52:47.925841,VERIFIED,0.2,0.0
575,001-487-869-5361x6656,Sonya Lewis,2023-08-04 21:52:47.925841,VERIFIED,0.11,0.0
576,(689)692-7578x5933,Colleen Case,2024-01-24 21:52:47.925841,VERIFIED,0.13,0.0
577,+1-398-294-2152x25970,Caitlin Brown,2025-05-18 21:52:47.926862,VERIFIED,0.15,0.0
578,606-203-0394x9226,Michelle Malone,2025-04-27 21:52:47.926862,VERIFIED,0.18,0.0
579,+1-925-725-9155x53602,Michael French,2023-10-28 21:52:47.926862,VERIFIED,0.22,0.0
580,684.856.7836,Jessica Werner,2025-07-09 21:52:47.926862,VERIFIED,0.3,0.0
581,741-863-3598,Alyssa Allen,2025-01-29 21:52:47.928653,PENDING,0.2,0.0
582,001-633-711-0477x8626,Joseph Gallegos,2025-12-06 21:52:47.928653,VERIFIED,0.02,0.0
583,+1-219-979-5171,Theresa Jones,2024-09-06 21:52:47.929672,VERIFIED,0.24,0.0
584,+1-654-323-5302x938,Jonathan Martin,2025-08-18 21:52:47.929672,VERIFIED,0.05,0.0
585,001-470-222-8254x88406,Dylan Cervantes,2025-10-14 21:52:47.929672,VERIFIED,0.21,0.0
586,994-823-4648x980,Matthew Lopez,2023-08-24 21:52:47.930914,VERIFIED,0.29,0.0
587,+1-556-316-6731,Gabriel Cox,2025-06-22 21:52:47.930914,VERIFIED,0.21,0.0
588,001-959-317-5188x835,Amanda Edwards,2023-08-08 21:52:47.931891,VERIFIED,0.11,0.0
589,+1-938-387-0490x28850,Timothy Cook,2025-12-22 21:52:47.931891,VERIFIED,0.29,0.0
590,505.273.1512x7455,Kathryn Rivera,2024-08-07 21:52:47.931891,VERIFIED,0.23,0.0
591,(314)903-2144,Lori Parks,2024-06-01 21:52:47.932888,VERIFIED,0.13,0.0
592,522.208.3741x41509,Melissa Kemp,2023-05-23 21:52:47.932888,VERIFIED,0.14,0.0
593,(431)370-3963x361,Rebecca Fox,2025-02-18 21:52:47.933890,VERIFIED,0.01,0.0
594,687.962.5967x2736,Edward Jones,2025-03-13 21:52:47.933890,VERIFIED,0.26,0.0
595,581.270.7157,Kirk Vazquez,2024-06-07 21:52:47.933890,PENDING,0.22,0.0
596,729.396.4557,Shannon Leon,2025-10-25 21:52:47.934887,VERIFIED,0.02,0.0
597,(395)874-7410x5721,Travis Massey,2025-12-10 21:52:47.935398,VERIFIED,0.05,0.0
598,668.432.0560,Tonya Guerra,2023-07-17 21:52:47.935934,VERIFIED,0.21,0.0
599,798-430-4238x1623,Donald Williams,2024-05-01 21:52:47.935934,VERIFIED,0.28,0.0
600,(442)279-2337,Tonya Mccarthy,2023-11-27 21:52:47.936977,VERIFIED,0.29,0.0
601,(395)589-7745,Daniel Taylor,2025-08-24 21:52:47.936977,VERIFIED,0.01,0.0
602,001-252-551-9292x09607,Anthony Valdez,2025-08-03 21:52:47.936977,VERIFIED,0.02,0.0
603,544-383-4433,Judith Jones,2026-01-01 21:52:47.936977,PENDING,0.25,0.0
604,557-595-1954x65927,Christy Campbell,2025-11-28 21:52:47.936977,VERIFIED,0.2,0.0
605,(300)495-4023,Richard Munoz,2025-06-28 21:52:47.938786,VERIFIED,0.12,0.0
606,(397)248-1891x628,Amanda Martinez,2025-03-24 21:52:47.938786,VERIFIED,0.27,0.0
607,865-802-8531,Jacob Berg,2025-06-09 21:52:47.939805,VERIFIED,0.14,0.0
608,736-979-3946x49031,Aaron Marquez,2023-08-29 21:52:47.939805,VERIFIED,0.15,0.0
609,001-339-596-9011,Linda Young MD,2023-08-02 21:52:47.939805,PENDING,0.27,0.0
610,3199993465,Jennifer Steele,2025-02-23 21:52:47.940817,VERIFIED,0.14,0.0
611,+1-974-724-3879x548,Sarah Shaw,2023-09-09 21:52:47.940817,VERIFIED,0.2,0.0
612,001-430-958-1553,Donna Tyler,2024-11-16 21:52:47.941832,VERIFIED,0.26,0.0
613,887.420.7072,Michele Marshall,2025-09-16 21:52:47.941832,VERIFIED,0.14,0.0
614,4759718396,Emily Kent,2024-01-01 21:52:47.941832,VERIFIED,0.19,0.0
615,660-567-6360x561,Bryan Wallace,2024-06-03 21:52:47.942832,PENDING,0.19,0.0
616,+1-663-980-8795x464,Linda Lambert,2024-03-08 21:52:47.942832,VERIFIED,0.27,0.0
617,862-849-8475,Jonathan Ross,2025-12-20 21:52:47.942832,VERIFIED,0.18,0.0
618,001-568-283-5860x8991,Michael Garcia,2024-01-16 21:52:47.944187,VERIFIED,0.12,0.0
619,(231)347-7988x039,Judy Kane,2024-01-09 21:52:47.944187,VERIFIED,0.04,0.0
620,(787)778-7242,Zachary Boone,2024-01-21 21:52:47.944187,VERIFIED,0.16,0.0
621,+1-816-482-8398x68422,Sheila Klein,2023-10-28 21:52:47.945740,VERIFIED,0.21,0.0
622,+1-531-257-1730x90148,Samantha Fuller,2023-12-05 21:52:47.945740,VERIFIED,0.24,0.0
623,668-439-9299,Kaitlyn Jenkins,2023-07-15 21:52:47.945740,VERIFIED,0.17,0.0
624,704.911.0803x4050,Robert Pierce,2024-07-25 21:52:47.947313,VERIFIED,0.01,0.0
625,684-664-3725,Jennifer Smith,2025-04-20 21:52:47.947313,VERIFIED,0.11,0.0
626,832-514-5123,Nicole Farrell,2025-12-01 21:52:47.947313,PENDING,0.05,0.0
627,787-572-8739,Brandy Harrell,2025-08-03 21:52:47.948327,VERIFIED,0.23,0.0
628,+1-589-967-5872x2624,Daniel White,2023-07-26 21:52:47.948327,VERIFIED,0.24,0.0
629,+1-592-755-4339x5207,Matthew Sims,2023-07-30 21:52:47.949348,PENDING,0.18,0.0
630,(508)617-6436x92720,Angel Tanner,2023-07-05 21:52:47.949348,VERIFIED,0.21,0.0
631,2454463327,Aaron Barber,2024-10-20 21:52:47.949348,VERIFIED,0.14,0.0
632,826.911.8312,Norma Stanton,2025-09-09 21:52:47.950404,VERIFIED,0.36,1.0
633,001-771-388-5682x9321,Christian Casey,2025-03-24 21:52:47.950404,VERIFIED,0.16,0.0
634,001-860-294-8910,Marcus Silva,2025-03-14 21:52:47.950404,VERIFIED,0.02,0.0
635,857.232.9771x145,Robert Pierce,2023-08-26 21:52:47.950404,VERIFIED,0.17,0.0
636,(876)691-0321x440,Corey Salinas,2023-12-01 21:52:47.951844,VERIFIED,0.03,0.0
637,877.988.8695x1213,Michelle Dalton,2024-07-15 21:52:47.951844,VERIFIED,0.02,0.0
638,743.769.2773,Benjamin Gallegos,2024-11-29 21:52:47.951844,VERIFIED,0.08,0.0
639,(832)877-7174,David Carlson,2025-02-27 21:52:47.952929,VERIFIED,0.07,0.0
640,838-361-0699,Christian Flynn,2025-12-06 21:52:47.952929,VERIFIED,0.24,0.0
641,001-453-383-2217x20347,Daniel Robinson,2025-07-04 21:52:47.952929,PENDING,0.13,0.0
642,867.890.6928x2429,Vanessa White,2025-02-09 21:52:47.952929,VERIFIED,0.25,0.0
643,001-652-245-4480x2577,Jennifer York,2025-08-17 21:52:47.953926,VERIFIED,0.26,0.0
644,+1-456-458-6350x58120,Paul Green,2023-09-08 21:52:47.953926,VERIFIED,0.14,0.0
645,(814)211-4278x9409,Steven Foster,2025-04-16 21:52:47.953926,VERIFIED,0.2,0.0
646,001-743-604-5328,Jeffrey Carey,2023-06-23 21:52:47.954906,PENDING,0.2,0.0
647,7143312170,Beverly Lin,2025-10-28 21:52:47.954906,VERIFIED,0.09,0.0
648,+1-660-292-6176,John Bennett,2023-12-13 21:52:47.954906,VERIFIED,0.25,0.0
649,662-846-1407x9585,John Roberts,2024-02-01 21:52:47.954906,VERIFIED,0.24,1.0
650,366-267-9294,Chloe Jones,2023-11-06 21:52:47.954906,PENDING,0.02,0.0
651,+1-996-285-0270,Melissa Patrick,2025-08-18 21:52:47.954906,VERIFIED,0.09,0.0
652,594.433.2271,Mrs. Tiffany Ellis MD,2025-05-21 21:52:47.956430,VERIFIED,0.1,0.0
653,+1-449-838-8856x850,Seth Bean,2025-04-10 21:52:47.956430,VERIFIED,0.1,0.0
654,+1-276-400-4776x3229,Hannah Burgess,2024-04-29 21:52:47.956990,VERIFIED,0.14,0.0
655,(602)227-3771x5991,Laura Mendez,2023-07-22 21:52:47.956990,VERIFIED,0.24,0.0
656,001-847-884-5462x791,Richard Hahn,2023-05-15 21:52:47.956990,VERIFIED,0.06,0.0
657,001-550-470-9669x3326,Nicole Mccormick,2025-06-17 21:52:47.958003,VERIFIED,0.29,0.0
658,543.642.0384x516,James Huang,2024-02-14 21:52:47.958003,VERIFIED,0.17,0.0
659,415-312-4314x78107,Dennis Russell,2024-01-02 21:52:47.958003,PENDING,0.09,0.0
660,528.213.1028x835,Stephanie Smith,2024-06-11 21:52:47.959014,VERIFIED,0.24,0.0
661,001-244-298-7857x71664,James Jackson,2024-10-17 21:52:47.959014,VERIFIED,0.02,0.0
662,001-228-302-3702,Emily Hoffman,2025-12-09 21:52:47.959014,VERIFIED,0.13,0.0
663,759.814.1335x8470,Jordan Lawrence,2024-04-12 21:52:47.959014,VERIFIED,0.19,0.0
664,664-702-5918x6920,Corey Nelson,2023-07-17 21:52:47.960024,VERIFIED,0.21,0.0
665,(865)931-4126,John Cole,2024-05-18 21:52:47.960024,VERIFIED,0.11,0.0
666,265-814-8085,Gary Nixon,2023-07-03 21:52:47.960024,VERIFIED,0.25,0.0
667,904.970.1422,Sandra Hanson,2025-06-01 21:52:47.960024,VERIFIED,0.02,0.0
668,307-880-7223x587,Megan Hernandez,2024-04-15 21:52:47.961022,VERIFIED,0.3,0.0
669,296-346-3441,Michael Williams,2024-12-09 21:52:47.961022,VERIFIED,0.21,0.0
670,8304956388,Kelli Mcknight,2024-09-27 21:52:47.962027,VERIFIED,0.04,0.0
671,9706814525,George Martinez,2025-06-30 21:52:47.962027,VERIFIED,0.21,0.0
672,+1-354-304-8475x31619,Amanda Dawson,2023-11-02 21:52:47.962027,PENDING,0.03,0.0
673,530-776-6335,Erika Brown,2023-11-01 21:52:47.963026,VERIFIED,0.18,0.0
674,+1-555-852-5701x77005,Thomas Hernandez,2025-10-03 21:52:47.963026,VERIFIED,0.25,0.0
675,(214)866-6889x65172,Miguel Guerrero,2023-05-15 21:52:47.964029,VERIFIED,0.02,0.0
676,+1-697-845-9072x74414,Justin Miles,2024-07-19 21:52:47.964029,PENDING,0.23,0.0
677,+1-965-423-4916x809,Charles Bradley,2024-01-13 21:52:47.965024,VERIFIED,0.24,0.0
678,(525)746-8152,Derek Cross,2023-06-26 21:52:47.965024,VERIFIED,0.12,0.0
679,265.263.1740x264,Samuel Barrett,2024-07-07 21:52:47.965024,VERIFIED,0.03,0.0
680,644-393-8683x6536,William Williams,2023-12-26 21:52:47.966139,VERIFIED,0.1,0.0
681,(768)945-8103,Debbie Hunter,2024-10-26 21:52:47.966648,VERIFIED,0.21,0.0
682,214-982-5888,Angela Warner,2023-11-13 21:52:47.967208,VERIFIED,0.03,0.0
683,+1-229-981-5083,Thomas Sanchez,2024-05-16 21:52:47.967208,VERIFIED,0.23,0.0
684,642-345-3399,Derek Gregory,2023-12-26 21:52:47.968220,VERIFIED,0.27,0.0
685,650-724-1300,Patricia Knox,2025-10-01 21:52:47.968220,VERIFIED,0.04,0.0
686,596.898.4601,Robert Nichols,2023-07-06 21:52:47.969263,VERIFIED,0.03,0.0
687,262-356-8681x947,Karen Wolf,2025-04-05 21:52:47.969263,VERIFIED,0.03,0.0
688,872-864-6891x77721,Zachary Brown,2025-08-18 21:52:47.970251,VERIFIED,0.25,0.0
689,001-364-280-8580x041,Joe Whitney,2025-07-25 21:52:47.970251,VERIFIED,0.19,0.0
690,001-302-537-5710x00495,Bryan Morgan,2023-04-19 21:52:47.971323,PENDING,0.05,0.0
691,(667)729-7260x702,Joe Cox,2023-05-11 21:52:47.971323,VERIFIED,0.08,0.0
692,886.695.1139x78713,Frederick Durham,2023-09-21 21:52:47.972395,VERIFIED,0.06,0.0
693,313.966.2855,Samantha Watson,2025-11-30 21:52:47.972395,VERIFIED,0.23,0.0
694,+1-784-467-3872,Kelsey Mccoy,2024-04-12 21:52:47.973451,VERIFIED,0.06,0.0
695,882.887.8935,Diana Robinson,2023-06-03 21:52:47.973451,VERIFIED,0.21,0.0
696,(677)251-2160x9171,Juan Hood,2024-10-03 21:52:47.974512,PENDING,0.08,0.0
697,(670)938-1403,Stephanie Knight,2023-12-25 21:52:47.974512,VERIFIED,0.16,0.0
698,582-612-2839x64076,Brittany Goodwin,2023-12-06 21:52:47.975572,VERIFIED,0.07,0.0
699,+1-830-745-5988x05249,Carolyn Mills,2025-10-07 21:52:47.975572,VERIFIED,0.25,0.0
700,001-366-227-9001x30834,John Thompson,2025-11-25 21:52:47.975572,VERIFIED,0.13,0.0
701,5564411177,Shaun Cabrera,2024-12-15 21:52:47.975572,VERIFIED,0.18,0.0
702,+1-260-868-2626,Julie Washington,2024-12-28 21:52:47.977084,VERIFIED,0.25,0.0
703,+1-279-293-3717x81515,Joseph Hall,2023-10-11 21:52:47.977658,VERIFIED,0.1,0.0
704,751.643.2832x0038,Austin Wong,2024-07-29 21:52:47.977658,VERIFIED,0.2,0.0
705,+1-636-525-1288,Timothy Garcia,2023-06-21 21:52:47.978668,VERIFIED,0.3,0.0
706,950.278.7186x094,Steven Parsons,2024-07-31 21:52:47.978668,VERIFIED,0.18,0.0
707,+1-440-573-2676x500,James Stevens,2025-04-07 21:52:47.978668,VERIFIED,0.03,0.0
708,+1-372-995-4075x65956,Mike Peterson,2023-12-13 21:52:47.979858,VERIFIED,0.21,0.0
709,001-521-776-1868,David Lopez,2025-03-19 21:52:47.979858,VERIFIED,0.19,0.0
710,(797)262-0257,Morgan Robbins,2025-08-03 21:52:47.980851,VERIFIED,0.25,0.0
711,+1-958-384-6865x04752,Sarah Patel,2023-11-22 21:52:47.980851,VERIFIED,0.11,0.0
712,001-412-630-1248x31596,Johnny Henderson,2024-08-21 21:52:47.980851,VERIFIED,0.18,0.0
713,804-519-7583x163,Michael Reed,2024-05-11 21:52:47.980851,VERIFIED,0.07,0.0
714,001-690-597-8413x3136,Mathew Rodriguez,2024-03-17 21:52:47.981835,VERIFIED,0.11,0.0
715,342-864-0094x40481,Amy Oliver,2024-07-07 21:52:47.981835,VERIFIED,0.35,1.0
716,001-872-832-0049x493,Robert Price,2023-09-14 21:52:47.982830,VERIFIED,0.24,0.0
717,9652645049,Mariah Davis,2025-11-08 21:52:47.982830,VERIFIED,0.05,0.0
718,750-984-6025x08676,Joshua Perez,2025-12-29 21:52:47.982830,VERIFIED,0.19,0.0
719,696.431.3506x421,Mary Murphy,2024-04-12 21:52:47.983904,VERIFIED,0.2,0.0
720,(981)659-2143x5617,Kathleen Morris,2024-03-22 21:52:47.983904,VERIFIED,0.28,0.0
721,574.709.3336,Amanda Mcdonald,2025-08-18 21:52:47.984928,VERIFIED,0.27,0.0
722,(669)506-8345x0077,Susan Sanders,2024-09-30 21:52:47.984928,VERIFIED,0.02,0.0
723,974.507.7577x40179,Michael Medina,2025-08-22 21:52:47.985989,VERIFIED,0.06,0.0
724,463.797.2678x265,Erika Bullock,2025-11-08 21:52:47.985989,VERIFIED,0.29,0.0
725,471-484-9583,Kevin Nixon,2025-03-30 21:52:47.985989,VERIFIED,0.06,0.0
726,001-875-316-8038x00580,Susan Carr,2024-08-21 21:52:47.986995,VERIFIED,0.06,0.0
727,001-361-839-0787,Nicole Brown,2024-11-04 21:52:47.986995,VERIFIED,0.01,0.0
728,941.961.3352x2279,Lorraine Chen,2023-12-25 21:52:47.988172,VERIFIED,0.13,0.0
729,262-685-6735,Miss Kathleen Young,2023-08-19 21:52:47.988172,PENDING,0.17,0.0
730,407.372.5409x23492,Andrew Frost,2025-05-23 21:52:47.988172,VERIFIED,0.02,0.0
731,001-235-864-2600x36862,Jessica Davis,2026-01-09 21:52:47.989269,VERIFIED,0.1,0.0
732,(232)583-8978x182,Crystal Fischer,2025-10-31 21:52:47.989269,VERIFIED,0.27,0.0
733,(917)389-9417x2877,Deanna Leach,2023-12-31 21:52:47.990281,VERIFIED,0.18,0.0
734,541.534.0731x463,Tina Bell,2023-12-17 21:52:47.990281,VERIFIED,0.23,0.0
735,+1-394-625-9895,Jose Moore,2025-02-15 21:52:47.990281,VERIFIED,0.21,0.0
736,(617)408-4244x9214,Steven Floyd,2024-12-21 21:52:47.991314,VERIFIED,0.12,0.0
737,607.657.7607x9832,Ana Miller,2024-12-18 21:52:47.991314,VERIFIED,0.0,0.0
738,+1-964-632-2532,John Sanders,2025-05-29 21:52:47.992385,VERIFIED,0.15,0.0
739,001-365-232-6979x976,Gina Taylor,2024-04-08 21:52:47.992385,VERIFIED,0.13,0.0
740,(867)687-5567x500,Megan Morales MD,2023-08-20 21:52:47.992385,VERIFIED,0.27,0.0
741,001-759-516-2085x43953,Amy Scott,2023-11-25 21:52:47.993774,VERIFIED,0.16,0.0
742,571.805.5484,Jessica Dorsey,2024-08-15 21:52:47.993774,VERIFIED,0.02,0.0
743,271.961.7813x224,Benjamin Nelson,2025-11-14 21:52:47.993774,VERIFIED,0.08,0.0
744,748-670-0762x10089,Abigail Davis,2024-06-30 21:52:47.994821,VERIFIED,0.17,0.0
745,001-969-960-9677,Kristy Bruce,2025-10-05 21:52:47.994821,VERIFIED,0.28,0.0
746,814-912-2516,William Green,2025-03-03 21:52:47.995821,VERIFIED,0.03,0.0
747,375.217.6534x0030,Eric Taylor,2024-04-21 21:52:47.995821,PENDING,0.04,0.0
748,329-278-5150x41355,Jessica Robinson,2024-02-13 21:52:47.995821,VERIFIED,0.24,0.0
749,(545)663-6503,Scott Lewis,2024-09-02 21:52:47.996840,PENDING,0.06,0.0
750,001-201-875-1763,Crystal Mitchell,2025-07-14 21:52:47.997860,VERIFIED,0.24,0.0
751,898-625-6635x8346,Kelsey Waters,2024-08-30 21:52:47.997860,VERIFIED,0.18,0.0
752,688-421-2893x809,Jessica Lewis,2023-05-01 21:52:47.998876,VERIFIED,0.14,0.0
753,988.760.1341x0980,Valerie Smith,2023-05-19 21:52:47.998876,VERIFIED,0.21,0.0
754,924.808.3980,Sergio Hernandez,2025-10-17 21:52:47.998876,VERIFIED,0.03,0.0
755,649-408-4943x97969,Robert Mann,2023-07-01 21:52:47.998876,VERIFIED,0.04,0.0
756,762-792-1040,James Fox,2025-05-15 21:52:48.000587,VERIFIED,0.04,0.0
757,001-471-566-5147,Nicole Johnson,2025-11-16 21:52:48.000587,PENDING,0.14,0.0
758,+1-402-632-0459x606,Jenny Adams,2025-11-28 21:52:48.001641,VERIFIED,0.18,0.0
759,403-555-7192x483,Francisco Kemp,2023-10-28 21:52:48.001641,VERIFIED,0.26,0.0
760,001-789-211-0082x4768,Anthony Barnett,2025-05-23 21:52:48.002677,VERIFIED,0.18,0.0
761,+1-344-687-7966x156,Joe Simmons,2024-10-23 21:52:48.002677,VERIFIED,0.11,0.0
762,(654)845-1920x1102,Zachary Scott,2024-03-14 21:52:48.003666,VERIFIED,0.01,0.0
763,001-947-538-8820x9706,Yolanda Boyd,2023-09-29 21:52:48.003666,VERIFIED,0.02,0.0
764,001-378-563-0014x808,Sydney Carter,2024-10-04 21:52:48.004689,VERIFIED,0.25,0.0
765,227-439-6855,Kelly Riley,2025-01-02 21:52:48.004689,VERIFIED,0.02,0.0
766,+1-737-503-5725,Austin Jacobs DDS,2025-03-30 21:52:48.004689,VERIFIED,0.26,0.0
767,+1-579-262-6051x14356,Christopher Ramirez,2025-08-21 21:52:48.006183,VERIFIED,0.3,0.0
768,485.423.0415,Kristin Olson,2023-11-25 21:52:48.006183,VERIFIED,0.18,0.0
769,352-611-2502x498,Dawn Matthews,2024-02-29 21:52:48.007261,VERIFIED,0.11,0.0
770,(882)880-6799,Matthew Martin,2023-06-21 21:52:48.007261,VERIFIED,0.18,0.0
771,001-716-378-2494x8857,Karen Mccoy,2025-02-12 21:52:48.007261,VERIFIED,0.08,0.0
772,001-856-396-1110,Gina Mitchell,2023-05-13 21:52:48.008489,VERIFIED,0.2,0.0
773,+1-554-647-5090x216,Timothy Perkins,2025-06-09 21:52:48.008489,VERIFIED,0.3,0.0
774,001-984-290-9119x222,Kirsten Morgan,2025-03-04 21:52:48.009562,VERIFIED,0.18,0.0
775,001-842-539-2907x148,Arthur Gomez MD,2024-12-25 21:52:48.009562,VERIFIED,0.06,0.0
776,424-431-0027x391,Antonio Jones,2025-10-14 21:52:48.010690,VERIFIED,0.23,0.0
777,633.760.4810,Katrina Martinez,2025-10-31 21:52:48.011200,VERIFIED,0.09,0.0
778,001-897-398-8186x1095,Timothy Morales,2025-08-24 21:52:48.011200,VERIFIED,0.2,0.0
779,304-977-4565x9867,Joshua Scott,2024-09-10 21:52:48.012248,VERIFIED,0.02,0.0
780,+1-499-545-6797x927,Matthew Farmer,2024-09-06 21:52:48.012248,VERIFIED,0.19,0.0
781,001-909-685-4269x2944,Shannon Stein,2025-04-26 21:52:48.012248,VERIFIED,0.32,1.0
782,874-468-8742x0874,Joshua Wright,2023-06-20 21:52:48.012248,VERIFIED,0.07,0.0
783,+1-370-207-4986,Jessica Le,2024-11-04 21:52:48.013213,VERIFIED,0.25,0.0
784,001-623-249-7582x97327,Tina Silva,2023-06-25 21:52:48.014235,VERIFIED,0.22,0.0
785,001-638-245-2810x777,Jason White,2024-06-03 21:52:48.014235,VERIFIED,0.24,0.0
786,001-595-355-0403x886,Jason Brown,2024-07-13 21:52:48.014235,VERIFIED,0.06,0.0
787,(903)970-6862,Ana Cooper,2025-04-18 21:52:48.015451,PENDING,0.01,0.0
788,+1-356-560-2503x4581,Christopher Hunter,2024-05-14 21:52:48.015451,VERIFIED,0.03,0.0
789,303.473.1260x847,Patrick Aguilar,2025-05-20 21:52:48.015451,VERIFIED,0.08,0.0
790,+1-496-423-3874x81472,Mary Williams,2024-06-27 21:52:48.015451,VERIFIED,0.13,0.0
791,(789)556-5556x7179,Ann Mercado,2024-12-04 21:52:48.017039,VERIFIED,0.2,0.0
792,4327958415,James Owens,2025-05-04 21:52:48.017039,VERIFIED,0.23,0.0
793,(948)405-2057x50933,Scott Wilkinson,2024-04-22 21:52:48.018053,VERIFIED,0.24,0.0
794,+1-554-822-2697x330,Debra Larson,2024-05-16 21:52:48.018053,VERIFIED,0.29,0.0
795,569-657-3433x549,Katherine Sloan,2024-08-01 21:52:48.019078,VERIFIED,0.09,0.0
796,510.652.8678x2399,Raymond Morales,2024-03-14 21:52:48.019078,VERIFIED,0.09,0.0
797,258.563.5018,Matthew Ford,2023-05-23 21:52:48.020077,VERIFIED,0.09,0.0
798,+1-203-512-2391x347,Dr. William Henderson,2024-10-13 21:52:48.020077,VERIFIED,0.1,0.0
799,(633)309-7631x3442,Gregory Sexton,2023-07-03 21:52:48.021295,VERIFIED,0.26,0.0
800,682-402-7802,Mark Garcia,2024-11-28 21:52:48.021295,VERIFIED,0.03,0.0
801,(370)650-9313,Jane Holmes,2024-05-15 21:52:48.022256,VERIFIED,0.02,0.0
802,(574)435-3109,Rachel Ibarra,2024-07-16 21:52:48.022256,VERIFIED,0.16,0.0
803,(352)653-0942x1350,Dylan Anderson,2024-07-10 21:52:48.023254,PENDING,0.04,0.0
804,5466100161,Karen Martin,2024-06-28 21:52:48.023254,PENDING,0.08,0.0
805,395-332-0849x654,Ashley Martinez,2024-01-18 21:52:48.024263,VERIFIED,0.1,0.0
806,+1-218-803-0193,Denise Davidson,2024-03-01 21:52:48.024263,VERIFIED,0.11,0.0
807,251-298-9232,Bridget Mason,2024-02-13 21:52:48.025369,VERIFIED,0.19,0.0
808,643-627-0879,Michael Sullivan,2023-05-02 21:52:48.025369,PENDING,0.18,0.0
809,(457)242-2572x52053,Jacqueline Adams,2025-10-21 21:52:48.025369,PENDING,0.15,0.0
810,001-944-456-7107x3214,John Barnes,2024-10-08 21:52:48.026916,VERIFIED,0.02,0.0
811,(216)992-2171x6374,Katherine White,2025-01-09 21:52:48.026916,PENDING,0.28,0.0
812,001-282-901-8107x76410,Benjamin Lawson,2024-08-11 21:52:48.026916,VERIFIED,0.24,0.0
813,493.741.6993,Kimberly Stevens,2024-12-25 21:52:48.027931,VERIFIED,0.17,0.0
814,+1-839-326-4402x6001,Joseph Malone,2023-11-08 21:52:48.027931,VERIFIED,0.03,0.0
815,(384)409-7783x5037,Jill Flores,2025-10-08 21:52:48.027931,VERIFIED,0.2,0.0
816,901-496-2505,Joseph Andersen,2023-10-24 21:52:48.029411,VERIFIED,0.15,0.0
817,(897)282-0817,Kathleen Griffin,2025-08-22 21:52:48.029411,VERIFIED,0.14,0.0
818,291-804-8711,Taylor Perkins,2025-01-30 21:52:48.029411,VERIFIED,0.14,0.0
819,319.987.2583x5967,Ronald Henry,2025-10-03 21:52:48.030830,VERIFIED,0.05,0.0
820,+1-840-230-2130,Mr. James Woods,2024-07-20 21:52:48.030830,VERIFIED,0.15,0.0
821,(514)984-6325x97309,Michael Mccormick,2024-05-27 21:52:48.030830,VERIFIED,0.12,0.0
822,001-739-847-1040,James Castro,2024-09-14 21:52:48.032008,VERIFIED,0.24,0.0
823,802-366-1265x7845,Mitchell Howard,2023-10-12 21:52:48.032008,VERIFIED,0.29,0.0
824,001-508-761-1581,Timothy Cummings,2024-06-26 21:52:48.032008,VERIFIED,0.23,0.0
825,+1-357-251-7428,Gabriel Jimenez,2024-08-02 21:52:48.033213,VERIFIED,0.08,0.0
